107.jpg	4.0	3.0	5.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	5.0	4.0	7.0	3.0	1.0	1.0	6.0	5.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	2.0	2.0	4.0	2.0	7.0	6.0	1.0	6.0	3.0	5.0	6.0	2.0	5.0	3.0	4.0	7.0	3.0	5.0	5.0	7.0	4.0	2.0	3.0	2.0	7.0	7.0	3.0	2.0	5.0	5.0	7.0	4.0	1.0	4.0	5.0	7.0	1.0	3.0	3.0	6.0	7.0
108.jpg	0.0	5.0	5.0	2.0	5.0	0.0	4.0	5.0	3.0	5.0	0.0	5.0	4.0	2.0	2.0	1.0	3.0	5.0	2.0	5.0	1.0	4.0	2.0	5.0	6.0	1.0	4.0	4.0	5.0	5.0	1.0	5.0	3.0	5.0	6.0	3.0	2.0	5.0	6.0	4.0	0.0	4.0	4.0	2.0	5.0	3.0	4.0	6.0	5.0	5.0	2.0	5.0	6.0	1.0	6.0	1.0	2.0	5.0	2.0	4.0	3.0	3.0	7.0	1.0	5.0	1.0	4.0	4.0	4.0	6.0	0.0	3.0	3.0	3.0	5.0	0.0	1.0	0.0	0.0	2.0
109.jpg	0.0	3.0	4.0	2.0	5.0	0.0	3.0	3.0	4.0	3.0	1.0	4.0	3.0	2.0	4.0	2.0	3.0	5.0	6.0	6.0	1.0	6.0	3.0	3.0	2.0	3.0	6.0	4.0	5.0	4.0	1.0	5.0	5.0	6.0	5.0	1.0	7.0	4.0	4.0	3.0	1.0	5.0	6.0	5.0	5.0	2.0	2.0	6.0	5.0	6.0	2.0	3.0	4.0	6.0	6.0	2.0	3.0	3.0	5.0	5.0	4.0	2.0	5.0	3.0	7.0	3.0	1.0	6.0	4.0	6.0	3.0	1.0	4.0	5.0	4.0	3.0	0.0	3.0	2.0	4.0
11.jpg	2.0	2.0	4.0	2.0	5.0	3.0	4.0	5.0	4.0	4.0	3.0	3.0	4.0	6.0	5.0	2.0	5.0	4.0	3.0	4.0	6.0	1.0	5.0	5.0	6.0	5.0	3.0	3.0	5.0	6.0	3.0	3.0	6.0	6.0	6.0	4.0	2.0	7.0	4.0	6.0	3.0	2.0	5.0	6.0	6.0	5.0	3.0	6.0	5.0	4.0	5.0	3.0	6.0	3.0	3.0	6.0	1.0	5.0	3.0	4.0	3.0	3.0	5.0	4.0	6.0	4.0	2.0	6.0	3.0	6.0	5.0	2.0	5.0	3.0	6.0	3.0	2.0	4.0	5.0	7.0
110.jpg	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	4.0	2.0	4.0	1.0	4.0	5.0	3.0	4.0	2.0	4.0	5.0	2.0	6.0	3.0	2.0	6.0	3.0	7.0	3.0	4.0	6.0	4.0	6.0	4.0	3.0	7.0	3.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	3.0	1.0	2.0	2.0	2.0	6.0	2.0	6.0	2.0	5.0	2.0	5.0	6.0	4.0	3.0	4.0	2.0	5.0	4.0	3.0	5.0	5.0	4.0	2.0	3.0	5.0	5.0	5.0	3.0	4.0	6.0	5.0	6.0
111.jpg	1.0	1.0	3.0	1.0	3.0	4.0	1.0	4.0	5.0	4.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	3.0	1.0	1.0	2.0	4.0	6.0	3.0	5.0	3.0	2.0	5.0	6.0	4.0	1.0	2.0	3.0	7.0	6.0	1.0	1.0	3.0	5.0	5.0	0.0	1.0	2.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	3.0	2.0	5.0	2.0	4.0	4.0	2.0	3.0	6.0	4.0	0.0	6.0	2.0	2.0	1.0	4.0	6.0	2.0	1.0	1.0	0.0	5.0	3.0	4.0	4.0	2.0	6.0	1.0	6.0	3.0
112.jpg	1.0	3.0	3.0	3.0	4.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3.0	6.0	4.0	3.0	3.0	1.0	5.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	5.0	4.0	6.0	6.0	0.0	4.0	4.0	5.0	0.0	5.0	2.0	0.0	1.0	0.0	6.0	4.0	1.0	1.0	1.0	3.0	6.0	5.0	3.0	4.0	2.0	5.0	5.0	5.0	1.0	3.0	1.0	5.0	3.0	0.0	4.0	3.0	4.0	2.0
113.jpg	0.0	6.0	4.0	3.0	3.0	0.0	6.0	5.0	3.0	3.0	0.0	6.0	4.0	6.0	3.0	1.0	6.0	3.0	6.0	5.0	0.0	5.0	3.0	2.0	3.0	0.0	6.0	2.0	2.0	2.0	0.0	7.0	0.0	0.0	1.0	0.0	7.0	0.0	1.0	0.0	0.0	6.0	2.0	1.0	1.0	0.0	6.0	4.0	3.0	3.0	0.0	7.0	1.0	2.0	4.0	0.0	7.0	1.0	3.0	3.0	0.0	4.0	3.0	5.0	7.0	1.0	3.0	6.0	5.0	6.0	1.0	4.0	4.0	2.0	7.0	1.0	4.0	4.0	6.0	6.0
114.jpg	4.0	1.0	5.0	4.0	6.0	1.0	1.0	1.0	1.0	4.0	3.0	1.0	4.0	1.0	5.0	3.0	3.0	6.0	4.0	3.0	3.0	1.0	5.0	6.0	7.0	3.0	2.0	3.0	5.0	7.0	4.0	3.0	5.0	5.0	6.0	3.0	3.0	3.0	6.0	5.0	4.0	1.0	4.0	6.0	5.0	3.0	5.0	5.0	2.0	6.0	3.0	2.0	4.0	7.0	6.0	4.0	2.0	4.0	5.0	7.0	2.0	5.0	4.0	6.0	6.0	2.0	4.0	6.0	5.0	4.0	1.0	6.0	4.0	3.0	4.0	1.0	5.0	6.0	6.0	4.0
115.jpg	0.0	6.0	3.0	4.0	3.0	1.0	4.0	4.0	4.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	4.0	1.0	4.0	1.0	1.0	2.0	4.0	5.0	7.0	3.0	3.0	5.0	7.0	6.0	1.0	5.0	6.0	5.0	5.0	0.0	5.0	5.0	5.0	4.0	2.0	4.0	4.0	5.0	6.0	3.0	4.0	6.0	4.0	5.0	1.0	3.0	5.0	6.0	6.0	4.0	3.0	6.0	7.0	4.0	0.0	6.0	2.0	1.0	1.0	3.0	2.0	4.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	2.0	5.0	0.0	1.0	3.0
116.jpg	4.0	2.0	2.0	2.0	4.0	1.0	3.0	3.0	1.0	3.0	0.0	2.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	4.0	2.0	4.0	5.0	6.0	6.0	1.0	5.0	6.0	3.0	4.0	0.0	6.0	1.0	5.0	4.0	3.0	3.0	5.0	4.0	5.0	2.0	3.0	4.0	5.0	6.0	2.0	3.0	1.0	5.0	3.0	0.0	1.0	1.0	2.0	2.0	2.0	6.0	5.0	4.0	4.0	1.0	6.0	3.0	5.0	5.0	0.0	5.0	3.0	5.0	5.0	0.0	4.0	0.0	6.0	3.0
117.jpg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	3.0	2.0	2.0	0.0	5.0	1.0	1.0	4.0	1.0	6.0	2.0	2.0	3.0	1.0	4.0	5.0	4.0	6.0	2.0	6.0	4.0	3.0	4.0	2.0	4.0	4.0	6.0	5.0	1.0	5.0	5.0	3.0	5.0	2.0	4.0	4.0	5.0	6.0	1.0	5.0	5.0	2.0	5.0	2.0	4.0	4.0	4.0	4.0	0.0	2.0	4.0	6.0	6.0	1.0	4.0	3.0	5.0	5.0
118.jpg	1.0	5.0	5.0	2.0	3.0	0.0	6.0	4.0	5.0	3.0	1.0	5.0	6.0	4.0	2.0	0.0	5.0	5.0	4.0	5.0	1.0	6.0	2.0	3.0	2.0	3.0	5.0	4.0	4.0	3.0	5.0	5.0	2.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	0.0	4.0	1.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	1.0	5.0	4.0	5.0	4.0	2.0	5.0	5.0	2.0	7.0	0.0	3.0	1.0	3.0	5.0	1.0	5.0	5.0	4.0	3.0	1.0	5.0	2.0	3.0	4.0	5.0	2.0	1.0	7.0	6.0
119.jpg	0.0	4.0	2.0	3.0	2.0	2.0	1.0	2.0	2.0	4.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	5.0	4.0	3.0	2.0	5.0	3.0	6.0	2.0	4.0	4.0	5.0	7.0	0.0	0.0	1.0	2.0	2.0	2.0	5.0	1.0	3.0	4.0	0.0	6.0	4.0	1.0	4.0	1.0	6.0	4.0	4.0	3.0	1.0	6.0	1.0	4.0	3.0	3.0	1.0	2.0	2.0	6.0	1.0	2.0	1.0	0.0	4.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	2.0
12.jpg	2.0	4.0	4.0	7.0	4.0	5.0	1.0	5.0	6.0	6.0	6.0	1.0	6.0	6.0	4.0	3.0	2.0	7.0	6.0	6.0	4.0	3.0	2.0	6.0	5.0	4.0	3.0	6.0	6.0	4.0	6.0	1.0	4.0	6.0	4.0	4.0	2.0	4.0	7.0	3.0	1.0	2.0	2.0	6.0	6.0	2.0	4.0	3.0	7.0	6.0	6.0	2.0	3.0	7.0	4.0	5.0	3.0	4.0	5.0	3.0	4.0	3.0	1.0	4.0	6.0	3.0	3.0	3.0	7.0	3.0	5.0	2.0	7.0	5.0	3.0	2.0	3.0	4.0	6.0	4.0
120.jpg	0.0	4.0	1.0	2.0	4.0	1.0	3.0	1.0	3.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	2.0	3.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	3.0	1.0	2.0	1.0	4.0	6.0	6.0	4.0	0.0	2.0	2.0	0.0	1.0	0.0	4.0	3.0	2.0	2.0	0.0	5.0	5.0	2.0	3.0	0.0	4.0	4.0	4.0	2.0	1.0	2.0	4.0	2.0	7.0	3.0	1.0	4.0	2.0	3.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0	4.0
121.jpg	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	2.0	2.0	1.0	1.0	0.0	4.0	1.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	3.0	2.0	0.0	2.0	2.0	3.0	1.0	0.0	3.0	2.0	5.0	4.0	5.0	4.0	1.0	5.0	5.0	2.0	6.0	0.0	5.0	5.0	0.0	5.0	1.0	6.0	2.0	2.0	3.0
122.jpg	0.0	1.0	3.0	0.0	1.0	0.0	2.0	2.0	0.0	2.0	0.0	5.0	4.0	2.0	3.0	1.0	2.0	7.0	4.0	7.0	0.0	4.0	0.0	0.0	1.0	2.0	4.0	1.0	0.0	2.0	2.0	3.0	4.0	2.0	4.0	2.0	3.0	4.0	2.0	6.0	0.0	3.0	3.0	2.0	5.0	0.0	5.0	1.0	1.0	4.0	0.0	6.0	4.0	2.0	4.0	0.0	6.0	1.0	1.0	3.0	0.0	7.0	1.0	2.0	3.0	0.0	6.0	1.0	0.0	3.0	0.0	4.0	2.0	1.0	3.0	0.0	5.0	2.0	1.0	3.0
123.jpg	2.0	5.0	6.0	4.0	4.0	2.0	5.0	3.0	5.0	3.0	2.0	5.0	2.0	6.0	3.0	0.0	7.0	2.0	0.0	2.0	3.0	2.0	3.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	3.0	4.0	4.0	1.0	2.0	2.0	2.0	3.0	1.0	1.0	4.0	5.0	2.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	3.0	2.0	4.0	0.0	1.0	1.0	3.0	4.0	3.0	1.0	3.0	3.0	3.0	0.0	2.0	1.0	1.0	2.0	0.0	2.0	1.0	2.0	4.0	0.0	3.0	1.0	0.0	3.0
124.jpg	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	3.0	1.0	3.0	2.0	1.0	2.0	4.0	2.0	4.0	0.0	7.0	0.0	0.0	0.0	1.0	7.0	2.0	5.0	3.0	0.0	7.0	4.0	3.0	3.0	1.0	6.0	4.0	3.0	3.0	2.0	4.0	2.0	1.0	4.0	1.0	6.0	3.0	5.0	5.0	0.0	7.0	3.0	1.0	2.0	1.0	5.0	6.0	2.0	4.0	1.0	3.0	3.0	4.0	4.0	0.0	5.0	4.0	3.0	3.0	2.0	5.0	5.0	2.0	4.0	1.0	3.0	4.0	3.0	4.0
125.jpg	0.0	4.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	4.0	1.0	2.0	1.0	1.0	3.0	2.0	4.0	4.0	0.0	5.0	1.0	0.0	2.0	0.0	5.0	1.0	1.0	2.0	0.0	5.0	3.0	4.0	4.0	1.0	6.0	2.0	4.0	4.0	2.0	2.0	5.0	4.0	4.0	1.0	2.0	0.0	1.0	1.0	2.0	4.0	4.0	6.0	5.0	0.0	4.0	4.0	7.0	5.0	2.0	5.0	5.0	4.0	4.0	0.0	7.0	4.0	5.0	3.0
126.jpg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	4.0	3.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	4.0	3.0	6.0	1.0	2.0	3.0	5.0	7.0	0.0	2.0	1.0	1.0	3.0	0.0	2.0	2.0	1.0	2.0
127.jpg	0.0	4.0	1.0	0.0	0.0	0.0	5.0	1.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	0.0	3.0	1.0	1.0	1.0	2.0	3.0	3.0	2.0	3.0	2.0	1.0	2.0	2.0	3.0	4.0	1.0	4.0	2.0	2.0	3.0	3.0	2.0	4.0	4.0	0.0	1.0	0.0	1.0	2.0	2.0	4.0	2.0	2.0	3.0	2.0	3.0	2.0	1.0	4.0	4.0	3.0	0.0	2.0	5.0	0.0	3.0	1.0	2.0	3.0
128.jpg	4.0	3.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	2.0	4.0	3.0	1.0	2.0	2.0	4.0	4.0	3.0	2.0	5.0	3.0	1.0	5.0	3.0	4.0	4.0	3.0	3.0	5.0	3.0	5.0	2.0	4.0	4.0	4.0	5.0	2.0	4.0	3.0	2.0	6.0	5.0	6.0	3.0	5.0	3.0	5.0	4.0	3.0	3.0	2.0	3.0	5.0	5.0	0.0	3.0	3.0	1.0	2.0	1.0	6.0	2.0	7.0	2.0	2.0	3.0	4.0	1.0	2.0	2.0	1.0	3.0	5.0	6.0	3.0	2.0	4.0	7.0	5.0
129.jpg	0.0	5.0	3.0	2.0	1.0	0.0	6.0	1.0	2.0	2.0	0.0	7.0	3.0	1.0	2.0	1.0	6.0	2.0	4.0	2.0	0.0	5.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	3.0	3.0	1.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	4.0	1.0	5.0	0.0	3.0	2.0	2.0	6.0	1.0	4.0	6.0	3.0	5.0	1.0	5.0	2.0	5.0	5.0	1.0	5.0	4.0	5.0	6.0	1.0	6.0	4.0	2.0	5.0	1.0	5.0	4.0	5.0	6.0	5.0	3.0	4.0	5.0	5.0
13.jpg	3.0	3.0	5.0	6.0	5.0	4.0	2.0	5.0	7.0	6.0	5.0	3.0	5.0	3.0	6.0	6.0	1.0	4.0	5.0	4.0	2.0	4.0	6.0	6.0	5.0	5.0	2.0	4.0	6.0	5.0	3.0	3.0	7.0	3.0	6.0	5.0	2.0	6.0	5.0	5.0	4.0	2.0	4.0	5.0	4.0	6.0	1.0	5.0	5.0	4.0	5.0	1.0	6.0	6.0	6.0	5.0	1.0	5.0	4.0	6.0	1.0	5.0	5.0	3.0	6.0	4.0	3.0	5.0	2.0	6.0	6.0	1.0	4.0	5.0	6.0	6.0	2.0	1.0	4.0	6.0
130.jpg	0.0	6.0	2.0	1.0	1.0	0.0	5.0	1.0	5.0	0.0	0.0	5.0	2.0	0.0	1.0	0.0	7.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	4.0	2.0	4.0	3.0	0.0	4.0	2.0	1.0	5.0	0.0	4.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	2.0	3.0	7.0	0.0	3.0	3.0	5.0	6.0	0.0	3.0	2.0	3.0	2.0	0.0	0.0	0.0	3.0	1.0
131.jpg	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	6.0	6.0	1.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	2.0	1.0	2.0	6.0	2.0	5.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	0.0	4.0	4.0	2.0	3.0	0.0	2.0	3.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	2.0	4.0	0.0	2.0	3.0	6.0	2.0	0.0	5.0	1.0	2.0	2.0
132.jpg	1.0	3.0	5.0	5.0	7.0	2.0	4.0	2.0	4.0	7.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	4.0	0.0	1.0	3.0	3.0	7.0	2.0	6.0	4.0	0.0	3.0	6.0	5.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	5.0	1.0	7.0	4.0	4.0	1.0	2.0	5.0	7.0	4.0	1.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	5.0	2.0	2.0	5.0	5.0	6.0	5.0	1.0	5.0	1.0	5.0	3.0	0.0	6.0	2.0	3.0	3.0	0.0	6.0	1.0	1.0	3.0
133.jpg	0.0	4.0	1.0	3.0	1.0	0.0	5.0	3.0	5.0	2.0	1.0	3.0	2.0	2.0	3.0	1.0	3.0	5.0	6.0	5.0	0.0	4.0	4.0	2.0	4.0	0.0	6.0	3.0	1.0	2.0	1.0	5.0	4.0	6.0	4.0	2.0	3.0	6.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	3.0	1.0	5.0	3.0	5.0	2.0	2.0	3.0	6.0	6.0	1.0	2.0	2.0	3.0	4.0	2.0	2.0	7.0	4.0	5.0	2.0	2.0	5.0	6.0	6.0
134.jpg	0.0	4.0	2.0	0.0	1.0	0.0	6.0	2.0	2.0	3.0	1.0	6.0	4.0	4.0	5.0	0.0	5.0	6.0	4.0	6.0	1.0	4.0	1.0	3.0	6.0	1.0	4.0	4.0	4.0	5.0	1.0	4.0	6.0	4.0	5.0	1.0	6.0	4.0	5.0	5.0	1.0	4.0	5.0	3.0	7.0	2.0	3.0	4.0	5.0	7.0	3.0	2.0	5.0	6.0	6.0	2.0	2.0	1.0	5.0	3.0	1.0	3.0	6.0	5.0	7.0	4.0	3.0	5.0	4.0	7.0	3.0	3.0	5.0	5.0	5.0	2.0	4.0	2.0	6.0	5.0
135.jpg	3.0	1.0	3.0	2.0	4.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	2.0	2.0	4.0	2.0	6.0	3.0	3.0	6.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	7.0	3.0	2.0	4.0	1.0	4.0	5.0	5.0	1.0	3.0	5.0	6.0	3.0	0.0	2.0	2.0	4.0	2.0	0.0	3.0	2.0	3.0	0.0	1.0	6.0	2.0	4.0	5.0	0.0	6.0	2.0	4.0	5.0	0.0	5.0	3.0	2.0	3.0	0.0	6.0	1.0	1.0	1.0
